latitude,longitude
55.75208827211438,37.61965984942249
52.28341573308844,104.45164646464548
54.395638026905836,56.0135104035875
50.30270186335403,127.86557577639752
55.037317540435026,82.9341174567763
54.3167,9.683300000000003
52.67482077922075,41.4583921038961
53.24479252366433,49.90043523183046
59.902472916434725,30.243220151328494
56.796913018391635,65.26546844572655
53.290378459409595,141.45776665129276
42.28502028301886,47.61927334905661
45.03127542972701,38.51777633973713
55.7441155469679,92.68936634958352
61.709323117569355,73.16250739762218
58.872600132626,60.05672917771885
37.69074242424243,-96.95663939393944
43.36143616052974,132.32702565163464
62.03390000000003,129.73310000000023
50.076799184339286,14.575507395323651
53.071124248777096,34.45815758211037
56.31793060172869,43.98369394946808
54.90508353841947,73.4736540880505
38.22217014925377,24.131068230277215
51.94665137513752,113.81339559955998
51.6041130588235,46.27666477647062
55.6220800341073,49.32412925357475
68.43281144859812,32.982461682242985
48.84709090909094,135.36534202898542
58.27974723618094,39.59447648770166
54.67986847565842,20.624849321628144
56.74515277869123,53.342107826372924
25.819277108433734,46.53855421686747
56.81615532090606,60.55946473572415
51.167205200945624,-0.02538037825065942
51.893241763578345,39.2615738785942
48.78849371399946,44.56118412221388
50.417198648648636,30.521115315315217
53.50649262086514,87.45835108142494
53.5494375,158.35220625
64.47918497474747,40.23826843434343
43.05503366336634,65.15373861386138
58.02397877017251,56.33360990539778
64.73554370078742,54.49436968503937
46.89494298245613,142.668348976608
45.20496238080604,40.70831193478924
55.18434168425991,61.26858078817738
61.423427784027,76.3577173228347
50.67945953324528,36.698613694407705
56.60433291139241,101.92227866184447
58.02722685258963,48.71915697211156
43.51186167425968,44.3520951594533
61.71272421875,34.33945195312499
47.28862559580558,39.62031501429933
56.48464929107589,84.96722902418682
54.81039352172755,39.45194822713945
69.34988095238094,88.02178571428571
53.31832449619347,44.99857093596061
54.956404022277226,31.96336782178222
67.2854902173913,64.55343369565216
59.61855371900827,150.83778181818187
53.18721704649043,58.924465268915185
53.3084998647735,83.83333306288006
54.29920826059186,37.406421205024465
56.84520146963476,40.806458028960414
50.13703493589744,7.85236698717943
58.56056835187057,68.04655682507592
56.810227841762654,35.911655983976004
55.870175789962836,94.7581804832715
52.379853048376404,36.10110463883366
56.25332517482518,124.69647692307691
46.371091935483875,48.04172096774193
32.465801666666664,35.89769166666667
56.3605865520728,47.5765384563532
65.90768315217392,78.27545054347826
51.51728820116053,81.22754081237906
54.14511442915582,48.27600494607664
51.796262390158155,55.36752917398941
57.91995665983606,28.35124774590163
58.59556202729046,31.347897972709532
55.562956843679885,51.60779424083768
43.65131910785615,39.747399800266294
55.33553535947713,86.09054176470568
61.611457101449275,50.112290434782615
41.00000000000001,75.0
